institution_name,administrative_unit_aun,school_branch,category,status,phone_number,web_address,county,city,primary_administrator,school_year,latitude,longitude
Indiana Univ/Northpointe,428324150,1040,State University,Open,7242943300,http://www.iup.edu/northpointe/default.aspx,Armstrong,Freeport,Mr Richard  Muth,SY2021,40.6739543,-79.6847703
Indiana Univ/Punxsutawney Cmp,428324150,1050,State University,Open,7243572100,http://www.iup.edu/punxsutawney/default.aspx,Jefferson,Punxsutawney,Mr Richard  Muth,SY2021,40.9436303,-78.971078
Industrial Training and Testing Institute,426511379,0000,Private Licensed School,Open,2157441008,http://www.ittinstitute.org/,Philadelphia,Philadelphia,Mr Chester      Turner,SY2021,39.9527237,-75.1635262
Institute of Medical and Business Careers,402021299,0000,Private Licensed School,Open,4122443240,https://imbc.edu/locations/pittsburgh/,Allegheny,Pittsburgh,Mr Ryan  Ogrodnik,SY2021,40.4416941,-79.9900861
Institute of Medical and Business Careers,402021299,0000,Specialized Associate Degree,Open,4122443240,https://imbc.edu/locations/pittsburgh/,Allegheny,Pittsburgh,Mr Ryan  Ogrodnik,SY2021,40.4416941,-79.9900861
Institute of Medical and Business Careers,405251169,0000,Private Licensed School,Open,8148357740,https://imbc.edu/locations/erie/,Erie,Erie,Mr Michael E Euliano,SY2021,42.1205614,-80.0820537
Institute of Medical and Business Careers,405251169,0000,Specialized Associate Degree,Open,8148357740,https://imbc.edu/locations/erie/,Erie,Erie,Mr Michael E Euliano,SY2021,42.1205614,-80.0820537
Int'l Assoc of Heat & Frost Insulators & Allied Workers,426512319,0000,Private Licensed School,Open,2155330395,http://www.local-14.org/,Philadelphia,Philadelphia,Mr Ed  Krawczyk,SY2021,39.9527237,-75.1635262
"Integrative Bodywork School of Massage Therapy, Inc.",410141219,0000,Private Licensed School,Open,8142344700,http://www.ibsmt.com,Centre,State College,Mr Aaron  Pavlechko,SY2021,40.7944504,-77.8616386
Inter American University of Puerto Rico-Arecibo,484002424,0001,Other College and University,Open,2154263311,https://www.inter.edu/,Philadelphia,Philadelphia,Ms Carmen  Febo San Miquel,SY2021,39.9527237,-75.1635262
International Institute for Restorative Practices,475488057,0000,Private College and University,Open,6108079221,https://www.iirp.edu/,Northampton,Bethlehem,Dr John W Bailie,SY2021,40.6178915,-75.3786521
International School of Shiatsu,422099729,0000,Private Licensed School,Open,2153409918,http://www.shiatsubo.com,Bucks,Pipersville,Ms Shirley M Scranta,SY2021,40.4260533,-75.1390969
Jamestown Community College,400001003,0000,Other College and University,Open,7163381100,http://www.sunyjcc.edu/,Out-of-State,Jamestown,Dr Daniel  DeMarte,SY2021,40.27245,-76.90567
JNA Institute of Culinary Arts,426511359,0000,Private Licensed School,Open,2154688800,https://www.culinaryarts.edu/,Philadelphia,Philadelphia,Mr Joseph       DiGironimo,SY2021,39.9527237,-75.1635262
JNA Institute of Culinary Arts,426511359,0000,Specialized Associate Degree,Open,2154688800,https://www.culinaryarts.edu/,Philadelphia,Philadelphia,Mr Joseph       DiGironimo,SY2021,39.9527237,-75.1635262
"John Robert Powers Modeling, Charm and Finishing School",426515879,0000,Private Licensed School,Open,2157324060,http://www.jrpowersphilly.com,Philadelphia,Philadelphia,Ms Mindy        Sills,SY2021,39.9527237,-75.1635262
Johns Hopkins University (The),423462209,0000,Other College and University,Open,4105168000,https://www.jhu.edu/,Montgomery,Blue Bell,Mr Ronald J Daniels,SY2021,40.152331,-75.266289
Johnson College,419351257,0000,Private State-Aided Institution,Open,5703426404,https://www.johnson.edu/,Lackawanna,Scranton,Dr Katie  Leonard Ed.D.,SY2021,41.4086874,-75.6621294
Jolie Health and Beauty Academy,418401029,0000,Private Licensed School,Open,5704595501,http://www.jolieacademy.com,Luzerne,Hazelton,Ms Maryann   Wishnefsky,SY2021,40.9473075,-75.9488127
Jolie Health and Beauty Academy,418408199,0000,Private Licensed School,Open,5708258363,http://www.jolieacademy.com/,Luzerne,Wilkes-Barre,Ms Maryann   Wishnefsky,SY2021,41.2464824,-75.8817316
Juniata College,411314304,0000,Private College and University,Open,8146413000,https://www.juniata.edu,Huntingdon,Huntingdon,Dr James A Troha,SY2021,40.4847959,-78.0102813
Keystone College,419354406,0000,Private College and University,Open,5709455141,https://www.keystone.edu,Lackawanna,La Plume,Dr Tracy L Brundage,SY2021,41.5565738,-75.7551655
Keystone Diesel Institute,404108199,0000,Private Licensed School,Open,7244820019,http://www.keystonediesel.net/,Butler,Butler,Mr Jesse P Stoltz,SY2021,40.7764541,-79.9495022
Keystone School (The),416196059,0000,Private Licensed School,Open,5707845220,http://keystoneschoolonline.com/,Columbia,Bloomsburg,Ms Erica  Rhone,SY2021,41.0044958,-76.4537302
King's College,418404504,0000,Private College and University,Open,5702085900,https://www.kings.edu,Luzerne,Wilkes-Barre,"Rev John   Ryan C.S.C., Ph.D.",SY2021,41.2464824,-75.8817316
Kutztown University of PA,414064550,0000,State University,Open,6106834000,https://www.kutztown.edu,Berks,Kutztown,Dr Kenneth S Hawkinson,SY2021,40.5173165,-75.7774177
La Roche University,403024784,0000,Private College and University,Open,4123679300,https://www.laroche.edu,Allegheny,Pittsburgh,"Sr Candace  Introcaso SDP, Ph.D",SY2021,40.4416941,-79.9900861
La Salle University,426514804,0000,Private College and University,Open,2159511000,https://www.lasalle.edu,Philadelphia,Philadelphia,Dr Colleen M Hanycz,SY2021,39.9527237,-75.1635262
Lackawanna College,419354606,0000,Private College and University,Open,5709617810,https://www.lackawanna.edu,Lackawanna,Scranton,Mr Mark  Volk,SY2021,41.4086874,-75.6621294
Lafayette College,420484704,0000,Private College and University,Open,6103305000,https://www.lafayette.edu,Northampton,Easton,Dr Alison R Byerly,SY2021,40.6916081,-75.2099866
Lake Erie College of Osteo Med,405254724,0000,Private State-Aided Institution,Open,8148666641,https://lecom.edu/,Erie,Erie,Dr John       M Ferretti         D.O.,SY2021,42.1205614,-80.0820537
Lancaster Bible College,413364744,0000,Private College and University,Open,7175697071,https://www.lbc.edu,Lancaster,Lancaster,Dr Thomas  Kiedis,SY2021,40.03813,-76.3056686
Lancaster County Career and Technology Center,413363289,0000,Private Licensed School,Open,7174647050,https://lancasterctc.edu/,Lancaster,Willow Street,Dr Stuart   Savin,SY2021,39.9792659,-76.2763474
Lancaster County Career and Technology Center,413363289,0000,Specialized Associate Degree,Open,7174647050,https://lancasterctc.edu/,Lancaster,Willow Street,Dr Stuart   Savin,SY2021,39.9792659,-76.2763474
Lancaster School of Cosmetology & Therapeutic Bodywork,413362209,0000,Private Licensed School,Open,7172990200,http://www.beautyschoolsdirectory.com/schools/lancaster_soc/,Lancaster,Lancaster,Ms Debbie  Dunn,SY2021,40.03813,-76.3056686
Lancaster School of Massage,413366129,0000,Private Licensed School,Open,7172939698,http://www.lancasterschoolofmassage.com,Lancaster,Lancaster,Ms Winona     F Bontrager,SY2021,40.03813,-76.3056686
Lancaster Theological Seminary,413364755,0000,Theological Seminary,Open,7173930654,https://lancasterseminary.edu/,Lancaster,Lancaster,Dr Carol E Lytch,SY2021,40.03813,-76.3056686
Lansdale School of Business,423461357,0000,Private Licensed School,Open,2156995700,http://www.LSB.edu,Montgomery,North Wales,Mr Marlon     D Keller,SY2021,40.2109404,-75.2782317
Lansdale School of Business,423461357,0000,Specialized Associate Degree,Open,2156995700,http://www.LSB.edu,Montgomery,North Wales,Mr Marlon     D Keller,SY2021,40.2109404,-75.2782317
Laurel Business Institute,401266079,0000,Private Licensed School,Open,7244394900,http://www.laurel.edu/,Fayette,Uniontown,Ms Bonnie J Marsh,SY2021,39.900076,-79.7164326
Laurel Business Institute,401266079,0000,Specialized Associate Degree,Open,7244394900,http://www.laurel.edu/,Fayette,Uniontown,Ms Bonnie J Marsh,SY2021,39.900076,-79.7164326
Laurel Highlands Therapeutic Academy,408115189,0000,Private Licensed School,Open,8144716871,http://www.LHTAcademy.com,Cambria,Ebensburg,Ms Becky R SanGregorio,SY2021,40.4852783,-78.7248434
Laurel Technical Institute/Hermitage,404432067,0000,Private Licensed School,Open,7249830700,http://www.laurel.edu,Mercer,Hermitage,Mr Douglas  S Decker,SY2021,41.2333897,-80.44868
Laurel Technical Institute/Hermitage,404432067,0000,Specialized Associate Degree,Open,7249830700,http://www.laurel.edu,Mercer,Hermitage,Mr Douglas  S Decker,SY2021,41.2333897,-80.44868
Laurel Technical Institute/Meadville,406170807,0000,Private Licensed School,Open,8147240700,http://www.laurel.edu/,Crawford,Meadville,Ms Amy   Braymer,SY2021,41.641445,-80.151449
Laurel Technical Institute/Meadville,406170807,0000,Specialized Associate Degree,Open,8147240700,http://www.laurel.edu/,Crawford,Meadville,Ms Amy   Braymer,SY2021,41.641445,-80.151449
"Lebanon County Career School, Inc.",413383139,0000,Private Licensed School,Open,7172748804,http://www.sageschools.com,Lebanon,Lebanon,Ms Holly        Reichert,SY2021,40.3429683,-76.4233816
Lebanon Valley College,413384904,0000,Private College and University,Open,7178676100,https://www.lvc.edu,Lebanon,Annville,Dr Lewis E Thayne,SY2021,40.3295901,-76.515226
Lehigh Carbon Community Coll,421394952,0000,Community College,Open,6107992121,https://www.lccc.edu/,Lehigh,Schnecksville,Dr Ann D Bieber,SY2021,40.6763665,-75.6214325
Lehigh University,420485004,0000,Private College and University,Open,6107583000,https://www1.lehigh.edu/home,Northampton,Bethlehem,Dr John D Simon,SY2021,40.6178915,-75.3786521
"Lehigh Valley School of Dental Assisting, Inc.",421398209,0000,Private Licensed School,Open,6102669550,http://www.learndentalassisting.net/,Lehigh,Whitehall,Ms Fay          Fried Kun,SY2021,40.6574088,-75.5074517
Lincoln Technical Institute,400000409,0000,Private Licensed School,Open,8606274300,http://www.east-windsor.lincedu.com/,Out-of-State,East Windsor,Mr Kevin  Clark,SY2021,40.892677,-78.214591
Lincoln Technical Institute of Union,400006199,0000,Private Licensed School,Open,9089647800,http://www.union.lincedu.com/,Out-of-State,Union,Dr Kevin  L Kirkley,SY2021,40.27245,-76.90567
Lincoln Technical Institute/Allentown,421391417,0000,Private Licensed School,Open,6103985300,http://www.allentown.lincedu.com/,Lehigh,Allentown,Ms Angela C Reppert,SY2021,40.6022059,-75.4712794
Lincoln Technical Institute/Allentown,421391417,0000,Specialized Associate Degree,Open,6103985300,http://www.allentown.lincedu.com/,Lehigh,Allentown,Ms Angela C Reppert,SY2021,40.6022059,-75.4712794
Lincoln Technical Institute/Philadelphia,426516167,0000,Private Licensed School,Open,2153350800,http://www.philadelphia.lincedu.com/,Philadelphia,Philadelphia,Mr Jim  Kuntz,SY2021,39.9527237,-75.1635262
Lincoln Technical Institute/Philadelphia,426516167,0000,Specialized Associate Degree,Open,2153350800,http://www.philadelphia.lincedu.com/,Philadelphia,Philadelphia,Mr Jim  Kuntz,SY2021,39.9527237,-75.1635262
Lincoln University,424155101,0000,State-Related Commonwealth University,Open,6109328300,https://www.lincoln.edu,Chester,Lincoln University,Dr Brenda A Allen,SY2021,39.8065518,-75.9287055
Lion Investigation Academy,420486199,0100,Private Licensed School,Open,6108682637,http://www.lioninvestigationacademy.com/,Northampton,Bethlehem,Mr Joseph       Alercia II,SY2021,40.6178915,-75.3786521
Lock Haven Univ of PA/ Main,410185200,0000,State University,Open,5704842011,http://www.lockhaven.edu/,Clinton,Lock Haven,Dr Robert     M Pignatello,SY2021,41.1369077,-77.4471641
Lock Haven Univ/Clearfield Cmp,410185200,1060,State University,Open,8147650559,http://www.lockhaven.edu/clearfield/,Clearfield,Clearfield,Dr William G Curley,SY2021,41.0272796,-78.4391876
Luzerne County Community Coll,418405452,0000,Community College,Open,5707400200,https://www.luzerne.edu/default.jsp,Luzerne,Nanticoke,Mr Thomas P Leary,SY2021,41.2052654,-76.0049353
Lycoming College,417415504,0000,Private College and University,Open,5703214000,https://www.lycoming.edu,Lycoming,Williamsport,Dr Kent C Trachte,SY2021,41.2493292,-77.0027671
Made Institute,426518219,0000,Private Licensed School,Open,2679728350,http://made-phila.com/,Philadelphia,Philadelphia,Ms Laura  Franklin,SY2021,39.9527237,-75.1635262
Main Line Center for Bartending,426516259,0000,Private Licensed School,Open,2154871229,http://www.mainlinebartending.com,Philadelphia,Philadelphia,Mr Anthony      Mamo,SY2021,39.9527237,-75.1635262
Manor College,423465556,0000,Private College and University,Open,2158852360,https://manor.edu/,Montgomery,Jenkintown,"Dr Jonathan  Peri Ph.D, J.D.",SY2021,40.0959385,-75.1256812
Mansfield University of PA,417595570,0000,State University,Open,5706624046,https://www.mansfield.edu/,Tioga,Mansfield,Dr Charles E Patterson,SY2021,41.805687,-77.0792881
Marywood University,419355704,0000,Private College and University,Open,5703486211,http://www.marywood.edu,Lackawanna,Scranton,"Sr Mary  Persico IHM, Ed.D.",SY2021,41.4086874,-75.6621294
Massage Academy of the Poconos,420456049,0000,Private Licensed School,Open,5704215014,http://www.massageacademyllc.com/,Monroe,Stroudsburg,Ms Vickiann  Hicks,SY2021,40.9864261,-75.1946649
McCann School of Business & Technology,416492199,0000,Private Licensed School,Open,5702863058,https://www.mccann.edu/campuses/lewisburg-career-training,Union,Lewisburg,Ms Jessica  Rohrbach-Baker,SY2021,40.9645337,-76.8847639
McCann School of Business & Technology,416492199,0000,Specialized Associate Degree,Open,5702863058,https://www.mccann.edu/campuses/lewisburg-career-training,Union,Lewisburg,Ms Jessica  Rohrbach-Baker,SY2021,40.9645337,-76.8847639
McCann School of Business & Technology,421392139,0000,Private Licensed School,Open,4842234600,https://www.mccann.edu/campuses/allentown-career-training,Lehigh,Allentown,Mr Dan  Dominisac,SY2021,40.6022059,-75.4712794
McCann School of Business & Technology,421392139,0000,Specialized Associate Degree,Open,4842234600,https://www.mccann.edu/campuses/allentown-career-training,Lehigh,Allentown,Mr Dan  Dominisac,SY2021,40.6022059,-75.4712794
Mercyhurst University,405255804,0000,Private College and University,Open,8148242000,https://www.mercyhurst.edu,Erie,Erie,"Dr Michael T Victor JD, LLD",SY2021,42.1205614,-80.0820537
Messiah University,415215904,0000,Private College and University,Open,7177662511,https://www.messiah.edu,Cumberland,Mechanicsburg,Dr Kim S Phipps,SY2021,40.2101972,-77.0047276
Metro Beauty Academy,421392129,0000,Private Licensed School,Open,6103986227,http://www.metrobeautyacademy.com,Lehigh,Allentown,Mr Chad J Schneider,SY2021,40.6022059,-75.4712794
Millersville University of PA,413365910,0000,State University,Open,7178723024,http://www.millersville.edu,Lancaster,Millersville,Dr Daniel A Wubah,SY2021,39.997998,-76.3545372
Misericordia University,418401354,0000,Private College and University,Open,5706746400,https://www.misericordia.edu/,Luzerne,Dallas,Dr Kathleen  Owens,SY2021,41.33617,-75.9632636
Missio Theological Seminary,423461005,0000,Theological Seminary,Open,2153685000,https://missio.edu/,Philadelphia,Philadelphia,Dr Frank A James III,SY2021,39.9527237,-75.1635262
Mix Bartending School LLC (The),421392259,0000,Private Licensed School,Open,6107302315,http://www.themixbartendingschool.com,Lehigh,Emmaus,Mr Joao  DaCosta,SY2021,40.5395421,-75.4968502
Mixology Masters,420483239,0000,Private Licensed School,Open,4842265422,https://www.mixologymasterspa.com,Northampton,Bethlehem,Ms Michele  Sandt,SY2021,40.6178915,-75.3786521
"Montessori Institute of Teacher Education, LLC",424151179,0000,Private Licensed School,Open,4845699696,http://imschools.net,Chester,West Chester,Mr Iftekhar   Hussain,SY2021,39.9597213,-75.6059638
Montgomery County CC/ Main,423465952,0000,Community College,Open,2156416300,https://www.mc3.edu,Montgomery,Blue Bell,Dr Victoria  Bastecki-Perez,SY2021,40.152331,-75.266289
Montgomery County CC/West Cmp,423465952,1500,Community College,Open,6107181800,http://www.mc3.edu/,Montgomery,Pottstown,Dr Victoria  Bastecki-Perez,SY2021,40.2452976,-75.6496424
Moore College of Art & Design,426516004,0000,Private College and University,Open,2155684515,https://moore.edu,Philadelphia,Philadelphia,Ms Cecelia   Fitzgibbon,SY2021,39.9527237,-75.1635262
Moravian College/Theo Seminary,420486104,0000,Private College and University,Open,6108611300,https://www.moravian.edu/,Northampton,Bethlehem,Dr Bryon L Grigsby,SY2021,40.6178915,-75.3786521
Motorcycle & Marine Mechanics Institute,400008379,0000,Private Licensed School,Open,4072402422,http://www.uti.edu/,Out-of-State,Orlando,Ms Sharon   Taylor Ellis,SY2021,40.800055,-77.880392
Mount Aloysius College,408116206,0000,Private College and University,Open,8148864131,https://www.mtaloy.edu,Cambria,Cresson,Dr John  Mills,SY2021,40.4597938,-78.5916837
Muhlenberg College,421396404,0000,Private College and University,Open,4846643100,https://www.muhlenberg.edu/,Lehigh,Allentown,Dr Kathleen E Harring,SY2021,40.6022059,-75.4712794
NASCAR Technical Institute,400001739,0000,Private Licensed School,Open,7046581950,http://www.uti.edu/,Out-of-State,Mooresville,Ms Jennifer   Waber-Bergeron,SY2021,40.799292,-77.95486
National Personal Training Institute,426515119,0000,Private Licensed School,Open,8009606294,http://www.nptifitness.com/,Philadelphia,Philadelphia,Ms Susan  Bowen,SY2021,39.9527237,-75.1635262
"National Personal Training Institute of Pittsburgh, Inc.",402023129,0000,Private Licensed School,Open,8009606294,http://nptifitness.com,Allegheny,Pittsburgh,Mr Andrew  Pfeiffer,SY2021,40.4416941,-79.9900861
Neumann University,425236454,0000,Private College and University,Open,6104590905,https://www.neumann.edu,Delaware,Aston,Dr Chris E Domes,SY2021,39.8726542,-75.4405473
New Castle School of Trades,404371687,0000,Private Licensed School,Open,7249648811,http://www.ncstrades.com,Lawrence,New Castle,Mr Jim        Buttermore,SY2021,40.9999202,-80.3471856
New Castle School of Trades,404371687,0000,Specialized Associate Degree,Open,7249648811,http://www.ncstrades.com,Lawrence,New Castle,Mr Jim        Buttermore,SY2021,40.9999202,-80.3471856
New Horizons Computer Learning Center Institute,402029079,0000,Private Licensed School,Open,4129205100,https://www.nhpittsburgh.com/,Allegheny,Pittsburgh,Dr Denis  Rudd II,SY2021,40.4416941,-79.9900861
New Horizons Computer Learning Center of Allentown,420483179,0000,Private Licensed School,Open,8005078398,http://www.nhallentown.com,Northampton,Bethlehem,Mr Shawn        Mera,SY2021,40.6178915,-75.3786521
New Horizons Computer Learning Centers of Wilkes-Barre/Scran,418404029,0000,Private Licensed School,Open,5702702700,http://www.nhwilkesbarre.com,Luzerne,Wilkes-Barre,Mr Shawn        Mera,SY2021,41.2464824,-75.8817316
Northampton Community College/ Main,420486672,0000,Community College,Open,6108615300,https://www.northampton.edu,Northampton,Bethlehem,Dr Mark H Erickson,SY2021,40.6178915,-75.3786521
Northampton Community College/Monroe,420486672,1610,Community College,Open,5706209221,http://www.northampton.edu/monroe,Northampton,Tannersville,Dr Mark H Erickson,SY2021,40.745207,-75.433852
"Northwood Institute of Taxidermy, Inc.",408568219,0000,Private Licensed School,Open,8144456215,http://www.northwoodtaxidermy.com,Somerset,Friedens,Mr Joel  Zimmerman,SY2021,40.0500782,-78.9983591
Nova Southeastern Univ/ Main,400006604,0000,Other College and University,Open,9542625381,http://www.nova.edu/,Out-of-State,Fort Lauderdale-Davie,Dr George L Hanbury II,SY2021,40.818843,-77.646829
Nova Southeastern University/Cranberry Township,404100000,0000,Other College and University,Open,4125809246,http://www.nova.edu/,Butler,Cranberry Township,Dr James  Walsh,SY2021,40.7099343,-80.1060506
"OceanPointe Dental Assisting Academy of Philadelphia, LLC.",422090204,0000,Private Licensed School,Open,2159687787,http://www.philadelphiadentalassisting.com,Bucks,Newtown,Dr Edward  Magida D.M.D.,SY2021,40.2417393,-74.9397479
Olalus Institute,425231169,0000,Private Licensed School,Open,6102377199,http://www.olalusinstitute.com/,Delaware,Collingdale,Mr Sanpha  Kamara,SY2021,39.9117794,-75.2771292
Orleans Technical College,426516849,0000,Private Licensed School,Open,2157284700,https://orleanstech.edu/,Philadelphia,Philadelphia,Mr William  Lynch,SY2021,39.9527237,-75.1635262
Orleans Technical College,426516849,0000,Specialized Associate Degree,Open,2157284700,https://orleanstech.edu/,Philadelphia,Philadelphia,Mr William  Lynch,SY2021,39.9527237,-75.1635262
PA Academy of the Fine Arts,426516054,0000,Private College and University,Open,2159727600,https://www.pafa.org/,Philadelphia,Philadelphia,Dr David    R Bringham,SY2021,39.9527237,-75.1635262
Pampered Pet School of Dog Grooming,402026309,0000,Private Licensed School,Open,4128814744,http://www.pamperedpetschool.com,Allegheny,Pittsburgh,Ms Antoinette   Venturella,SY2021,40.4416941,-79.9900861
Peirce College,426516806,0000,Private College and University,Open,8776709190,https://www.peirce.edu/,Philadelphia,Philadelphia,Dr Mary Ellen  Caro,SY2021,39.9527237,-75.1635262
Penn College/PSU Affiliate,417417801,0000,State-Related Commonwealth University,Open,5703263761,https://www.pct.edu/,Lycoming,Williamsport,Dr Davie Jane  Gilmour,SY2021,41.2493292,-77.0027671
Penn Commercial Business/Technical School,401631757,0000,Private Licensed School,Open,7242225330,http://www.penn-commercial.com,Washington,Washington,Mr Robert       Bazant,SY2021,40.17396,-80.2461714
Penn Commercial Business/Technical School,401631757,0000,Specialized Associate Degree,Open,7242225330,http://www.penn-commercial.com,Washington,Washington,Mr Robert       Bazant,SY2021,40.17396,-80.2461714
Penn Foster Career School,419355759,0000,Private Licensed School,Open,5703427701,https://www.pennfoster.edu,Lackawanna,Scranton,Ms Lisa  Rutsky,SY2021,41.4086874,-75.6621294
Penn State Abington,410147201,1210,State-Related Commonwealth University,Open,2158817300,https://www.abington.psu.edu,Montgomery,Abington,Dr Damian J Fernandez,SY2021,40.1142201,-75.13023
Penn State Altoona,410147201,1070,State-Related Commonwealth University,Open,8149495000,https://www.altoona.psu.edu/,Blair,Altoona,Dr Lori J Bechtel-Wherry,SY2021,40.518681,-78.394736
Penn State Beaver,410147201,1080,State-Related Commonwealth University,Open,7247733800,https://beaver.psu.edu/,Beaver,Monaca,Dr Jennifer S Cushman,SY2021,40.6872885,-80.2714505
Penn State Berks,410147201,1100,State-Related Commonwealth University,Open,6103966000,https://berks.psu.edu/,Berks,Reading,Dr R. Keith   Hillkirk,SY2021,40.335345,-75.9279495
Penn State Brandywine,410147201,1120,State-Related Commonwealth University,Open,6108921200,https://www.brandywine.psu.edu/,Delaware,Media,Dr Cynthia  Lightfoot,SY2021,39.9167783,-75.387693
Penn State College of Medicine,410147201,1160,State-Related Commonwealth University,Open,7175318521,https://med.psu.edu/web/college/home,Dauphin,Hershey,Dr Kevin P Black,SY2021,40.2854881,-76.6506001
Penn State DuBois,410147201,1130,State-Related Commonwealth University,Open,8143754700,https://dubois.psu.edu/,Clearfield,DuBois,Dr M. Scott  McBride,SY2021,41.118651,-78.7622342
"Penn State Erie, The Behrend College",410147201,1090,State-Related Commonwealth University,Open,8148986000,https://psbehrend.psu.edu/,Erie,Erie,Dr Ralph M Ford,SY2021,42.1205614,-80.0820537
"Penn State Fayette, The Eberly Campus",410147201,1140,State-Related Commonwealth University,Open,7244304100,https://fayette.psu.edu/,Fayette,Lemont Furnance,Dr W. Charles  Patrick,SY2021,40.705896,-78.003616
Penn State Great Valley,410147201,1170,State-Related Commonwealth University,Open,6106483200,https://greatvalley.psu.edu/,Chester,Malvern,Dr James A Nemes,SY2021,40.036202,-75.5138959
Penn State Greater Allegheny,410147201,1180,State-Related Commonwealth University,Open,4126759000,https://www.greaterallegheny.psu.edu/,Allegheny,McKeesport,Dr Jacqueline  Edmondson,SY2021,40.3478472,-79.864215
Penn State Harrisburg,410147201,1110,State-Related Commonwealth University,Open,7179486250,https://harrisburg.psu.edu/,Dauphin,Middletown,Dr John M Mason Jr.,SY2021,40.1997955,-76.7310903
Penn State Hazleton,410147201,1150,State-Related Commonwealth University,Open,5704503000,https://hazleton.psu.edu/,Luzerne,Hazleton,Dr Gary       M Lawler,SY2021,40.9548956,-75.9769572
Penn State Lehigh Valley,410147201,1060,State-Related Commonwealth University,Open,6102855000,https://lehighvalley.psu.edu/,Lehigh,Center Valley,Dr Tina Q Richardson,SY2021,40.529266,-75.393236
Penn State Main Campus,410147201,0000,State-Related Commonwealth University,Open,8148654700,https://www.psu.edu,Centre,University Park,Dr Eric J Barron,SY2021,40.005825,-79.904313
Penn State Mont Alto,410147201,1190,State-Related Commonwealth University,Open,7177496000,https://montalto.psu.edu/,Franklin,Mont Alto,Dr Francis K Achampong,SY2021,39.8442593,-77.5583232
Penn State New Kensington,410147201,1200,State-Related Commonwealth University,Open,7243395466,https://newkensington.psu.edu/,Westmoreland,New Kensington,Dr Kevin J.G.  Snider,SY2021,40.5697893,-79.7647705
Penn State Schuylkill,410147201,1220,State-Related Commonwealth University,Open,5703856000,https://schuylkill.psu.edu/,Schuylkill,Schuylkill Haven,Dr Patrick M Jones,SY2021,40.6306464,-76.171054
Penn State Shenango,410147201,1240,State-Related Commonwealth University,Open,7249832803,https://www.shenango.psu.edu,Mercer,Sharon,Dr Jo Anne  Carrick,SY2021,41.2331116,-80.4934035
Penn State The Dickinson School of Law,415212004,0000,State-Related Commonwealth University,Open,7172405000,https://dickinsonlaw.psu.edu/,Cumberland,Carlisle,Ms Danielle M Conway,SY2021,40.201499,-77.1890783
Penn State Wilkes-Barre,410147201,1250,State-Related Commonwealth University,Open,5706752171,https://wilkesbarre.psu.edu/,Luzerne,Lehman,Dr Dale  Jones,SY2021,41.3170249,-76.0224235
Penn State Worthington Scranton,410147201,1255,State-Related Commonwealth University,Open,5709632500,https://worthingtonscranton.psu.edu/,Lackawanna,Dunmore,Dr Marwan A Wafa,SY2021,41.4198027,-75.6324112
Penn State York,410147201,1260,State-Related Commonwealth University,Open,7177714000,https://york.psu.edu/,York,York,Dr David  Christiansen,SY2021,39.962493,-76.7276989
Penn View Bible Institute,416551119,0000,Private Licensed School,Open,5708371855,http://www.pvbi.edu,Snyder,Penns Creek,Dr Timothy L Cooley Sr,SY2021,40.8605719,-77.2175815
Pennco Tech,422091857,0000,Private Licensed School,Open,2157850111,http://www.penncotech.com,Bucks,Bristol,Mr Alfred W Parcells Jr.,SY2021,40.1229002,-74.8644706
Pennco Tech,422091857,0000,Specialized Associate Degree,Open,2157850111,http://www.penncotech.com,Bucks,Bristol,Mr Alfred W Parcells Jr.,SY2021,40.1229002,-74.8644706
Pennsylvania Coll Art & Design,413367069,0000,Private College and University,Open,7173967833,http://www.pcad.edu,Lancaster,Lancaster,Mr Michael  Molla,SY2021,40.03813,-76.3056686
Pennsylvania College of Health Sciences,413364766,0000,Private College and University,Open,7172904912,https://www.pacollege.edu/,Lancaster,Lancaster,Dr Mary Grace   Simcox,SY2021,40.03813,-76.3056686
"Pennsylvania Gunsmith School, Inc.",402026969,0000,Private Licensed School,Open,4127661812,http://www.pagunsmith.com,Allegheny,Pittsburgh,Mr G R Thacker,SY2021,40.4416941,-79.9900861
Pennsylvania Highlands Community College,408119902,0000,Community College,Open,8142626400,https://www.pennhighlands.edu,Cambria,Johnstown,Dr Steve  Nunez,SY2021,40.3267407,-78.9219698
Pennsylvania Inst of Tech,425231877,0000,Private Two-Year College,Open,6105657900,https://www.pit.edu,Delaware,Media,Mr William B Robinson,SY2021,39.9167783,-75.387693
"Philadelphia Academy for Nurse Aide Training, Inc.",426518299,0000,Private Licensed School,Open,2154953473,https://www.mypanat.com,Philadelphia,Philadelphia,Ms Margaret  Pearson,SY2021,39.9527237,-75.1635262
Philadelphia College of Osteopathic Medicine,426517403,0000,Private State-Aided Institution,Open,2158716770,https://www.pcom.edu,Philadelphia,Philadelphia,Dr Jay S Feldstein,SY2021,39.9527237,-75.1635262
Philadelphia School of Massage and Bodywork INC.,426515069,0000,Private Licensed School,Open,2679307428,https://www.phillyschoolofmassage.com/,Philadelphia,Philadelphia,Ms Donna M Zadie,SY2021,39.9527237,-75.1635262
Philadelphia Technician Training Institute,426511139,0000,Private Licensed School,Open,2153819403,http://www.pattc.com/,Philadelphia,Philadelphia,Mr Sherman   McLeod,SY2021,39.9527237,-75.1635262
